"subject" "activity" "feature" "measurement" "mean_value"
17 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "meanFreq()" -0.103520890333333
17 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "std()" -0.496444579791667
17 "WALKING_UPSTAIRS" "fBodyGyro" "mean()" -0.420644048944444
17 "WALKING_UPSTAIRS" "fBodyGyro" "meanFreq()" -0.263554666699306
17 "WALKING_UPSTAIRS" "fBodyGyro" "std()" -0.427837993972222
17 "WALKING_UPSTAIRS" "tBodyAcc" "mean()" 0.0361499216827778
17 "WALKING_UPSTAIRS" "tBodyAcc" "std()" -0.102115269926597
17 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean()" 0.0384118023006945
17 "WALKING_UPSTAIRS" "tBodyAccJerk" "std()" -0.433296178784722
17 "WALKING_UPSTAIRS" "tBodyAccJerkMag" "mean()" -0.357233897916667
17 "WALKING_UPSTAIRS" "tBodyAccJerkMag" "std()" -0.390912450416667
17 "WALKING_UPSTAIRS" "tBodyAccMag" "mean()" -0.0128062276916667
17 "WALKING_UPSTAIRS" "tBodyAccMag" "std()" -0.1028777303875
17 "WALKING_UPSTAIRS" "tBodyGyro" "mean()" -0.00972583848734722
17 "WALKING_UPSTAIRS" "tBodyGyro" "std()" -0.408003069550694
17 "WALKING_UPSTAIRS" "tBodyGyroJerk" "mean()" -0.0688177463886111
17 "WALKING_UPSTAIRS" "tBodyGyroJerk" "std()" -0.631117798125
17 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean()" -0.637367490625
17 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "std()" -0.68231162875
17 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean()" -0.235191249091667
17 "WALKING_UPSTAIRS" "tBodyGyroMag" "std()" -0.440837260125
17 "WALKING_UPSTAIRS" "tGravityAcc" "mean()" 0.0904017827777778
17 "WALKING_UPSTAIRS" "tGravityAcc" "std()" -0.931864560694444
17 "WALKING_UPSTAIRS" "tGravityAccMag" "mean()" -0.0128062276916667
17 "WALKING_UPSTAIRS" "tGravityAccMag" "std()" -0.1028777303875
18 "LAYING" "fBodyAcc" "mean()" -0.986232254358974
18 "LAYING" "fBodyAcc" "meanFreq()" 0.163735935730036
18 "LAYING" "fBodyAcc" "std()" -0.986097704461538
18 "LAYING" "fBodyAccJerk" "mean()" -0.987128966820513
18 "LAYING" "fBodyAccJerk" "meanFreq()" 0.127262196194
18 "LAYING" "fBodyAccJerk" "std()" -0.987865566666667
18 "LAYING" "fBodyAccMag" "mean()" -0.986788412
18 "LAYING" "fBodyAccMag" "meanFreq()" 0.339472649138462
18 "LAYING" "fBodyAccMag" "std()" -0.987648484461539
18 "LAYING" "fBodyBodyAccJerkMag" "mean()" -0.988548418307692
18 "LAYING" "fBodyBodyAccJerkMag" "meanFreq()" 0.393635924092308
18 "LAYING" "fBodyBodyAccJerkMag" "std()" -0.989710656769231
18 "LAYING" "fBodyBodyGyroJerkMag" "mean()" -0.991901007538462
18 "LAYING" "fBodyBodyGyroJerkMag" "meanFreq()" 0.320132235323077
18 "LAYING" "fBodyBodyGyroJerkMag" "std()" -0.992737961692308
18 "LAYING" "fBodyBodyGyroMag" "mean()" -0.984329092153846
18 "LAYING" "fBodyBodyGyroMag" "meanFreq()" 0.159375426572308
18 "LAYING" "fBodyBodyGyroMag" "std()" -0.981468841692308
18 "LAYING" "fBodyGyro" "mean()" -0.987682463538462
18 "LAYING" "fBodyGyro" "meanFreq()" 0.0642116202020513
18 "LAYING" "fBodyGyro" "std()" -0.98765339825641
18 "LAYING" "tBodyAcc" "mean()" 0.0498662935179487
18 "LAYING" "tBodyAcc" "std()" -0.986115744153846
18 "LAYING" "tBodyAccJerk" "mean()" 0.0284956496947179
18 "LAYING" "tBodyAccJerk" "std()" -0.987378552205128
18 "LAYING" "tBodyAccJerkMag" "mean()" -0.98832154
18 "LAYING" "tBodyAccJerkMag" "std()" -0.989526277538462
18 "LAYING" "tBodyAccMag" "mean()" -0.986456241538462
18 "LAYING" "tBodyAccMag" "std()" -0.986464542615385
18 "LAYING" "tBodyGyro" "mean()" -0.00505223889333333
18 "LAYING" "tBodyGyro" "std()" -0.987394619076923
18 "LAYING" "tBodyGyroJerk" "mean()" -0.0661243471589744
18 "LAYING" "tBodyGyroJerk" "std()" -0.993066727333333
18 "LAYING" "tBodyGyroJerkMag" "mean()" -0.993095122615385
18 "LAYING" "tBodyGyroJerkMag" "std()" -0.992153054
18 "LAYING" "tBodyGyroMag" "mean()" -0.980740846769231
18 "LAYING" "tBodyGyroMag" "std()" -0.980560877846154
18 "LAYING" "tGravityAcc" "mean()" 0.368216737435897
18 "LAYING" "tGravityAcc" "std()" -0.989255586564103
18 "LAYING" "tGravityAccMag" "mean()" -0.986456241538462
18 "LAYING" "tGravityAccMag" "std()" -0.986464542615385
18 "SITTING" "fBodyAcc" "mean()" -0.984226630643275
18 "SITTING" "fBodyAcc" "meanFreq()" 0.131328562885965
18 "SITTING" "fBodyAcc" "std()" -0.981869585263158
18 "SITTING" "fBodyAccJerk" "mean()" -0.988085590994152
18 "SITTING" "fBodyAccJerk" "meanFreq()" 0.0951211376192982
18 "SITTING" "fBodyAccJerk" "std()" -0.989291827134503
18 "SITTING" "fBodyAccMag" "mean()" -0.984781467192982
18 "SITTING" "fBodyAccMag" "meanFreq()" 0.304581057473684
18 "SITTING" "fBodyAccMag" "std()" -0.982226151578947
18 "SITTING" "fBodyBodyAccJerkMag" "mean()" -0.990407075964912
18 "SITTING" "fBodyBodyAccJerkMag" "meanFreq()" 0.459090849721053
18 "SITTING" "fBodyBodyAccJerkMag" "std()" -0.991044297894737
18 "SITTING" "fBodyBodyGyroJerkMag" "mean()" -0.99480818754386
18 "SITTING" "fBodyBodyGyroJerkMag" "meanFreq()" 0.329617466666667
18 "SITTING" "fBodyBodyGyroJerkMag" "std()" -0.994967621754386
18 "SITTING" "fBodyBodyGyroMag" "mean()" -0.986535242105263
18 "SITTING" "fBodyBodyGyroMag" "meanFreq()" 0.0492559518473684
18 "SITTING" "fBodyBodyGyroMag" "std()" -0.981252632807018
18 "SITTING" "fBodyGyro" "mean()" -0.987230529415205
18 "SITTING" "fBodyGyro" "meanFreq()" 0.0221673271684211
18 "SITTING" "fBodyGyro" "std()" -0.987027587894737
18 "SITTING" "tBodyAcc" "mean()" 0.0508320383245614
18 "SITTING" "tBodyAcc" "std()" -0.982282945555556
18 "SITTING" "tBodyAccJerk" "mean()" 0.0287853541051649
18 "SITTING" "tBodyAccJerk" "std()" -0.988593500292398
18 "SITTING" "tBodyAccJerkMag" "mean()" -0.989869574561404
18 "SITTING" "tBodyAccJerkMag" "std()" -0.991159350526316
18 "SITTING" "tBodyAccMag" "mean()" -0.983674151754386
18 "SITTING" "tBodyAccMag" "std()" -0.981595285964912
18 "SITTING" "tBodyGyro" "mean()" -0.00569042879122807
18 "SITTING" "tBodyGyro" "std()" -0.986745266081871
18 "SITTING" "tBodyGyroJerk" "mean()" -0.0624959743321637
18 "SITTING" "tBodyGyroJerk" "std()" -0.993736225964912
18 "SITTING" "tBodyGyroJerkMag" "mean()" -0.994873439824561
18 "SITTING" "tBodyGyroJerkMag" "std()" -0.994868913508772
18 "SITTING" "tBodyGyroMag" "mean()" -0.977634992105263
18 "SITTING" "tBodyGyroMag" "std()" -0.981372675614035
18 "SITTING" "tGravityAcc" "mean()" 0.400526787807018
18 "SITTING" "tGravityAcc" "std()" -0.985473144678363
18 "SITTING" "tGravityAccMag" "mean()" -0.983674151754386
18 "SITTING" "tGravityAccMag" "std()" -0.981595285964912
18 "STANDING" "fBodyAcc" "mean()" -0.975807289589041
18 "STANDING" "fBodyAcc" "meanFreq()" -0.0152276770375799
18 "STANDING" "fBodyAcc" "std()" -0.967639080410959
18 "STANDING" "fBodyAccJerk" "mean()" -0.983684771461187
18 "STANDING" "fBodyAccJerk" "meanFreq()" 0.0156511945753425
18 "STANDING" "fBodyAccJerk" "std()" -0.985580934885845
18 "STANDING" "fBodyAccMag" "mean()" -0.976797646027397
18 "STANDING" "fBodyAccMag" "meanFreq()" 0.0447928488520548
18 "STANDING" "fBodyAccMag" "std()" -0.973264853561644
18 "STANDING" "fBodyBodyAccJerkMag" "mean()" -0.984987073150685
18 "STANDING" "fBodyBodyAccJerkMag" "meanFreq()" 0.361013970013699
18 "STANDING" "fBodyBodyAccJerkMag" "std()" -0.986277356712329
18 "STANDING" "fBodyBodyGyroJerkMag" "mean()" -0.988960668767123
18 "STANDING" "fBodyBodyGyroJerkMag" "meanFreq()" 0.098540152739726
18 "STANDING" "fBodyBodyGyroJerkMag" "std()" -0.988407465205479
18 "STANDING" "fBodyBodyGyroMag" "mean()" -0.972352593013699
18 "STANDING" "fBodyBodyGyroMag" "meanFreq()" -0.212559690808219
18 "STANDING" "fBodyBodyGyroMag" "std()" -0.95911345739726
18 "STANDING" "fBodyGyro" "mean()" -0.974094833059361
18 "STANDING" "fBodyGyro" "meanFreq()" -0.205004651199315
18 "STANDING" "fBodyGyro" "std()" -0.971965716575342
18 "STANDING" "tBodyAcc" "mean()" 0.051123366043379
18 "STANDING" "tBodyAcc" "std()" -0.969372369406393
18 "STANDING" "tBodyAccJerk" "mean()" 0.0280024717575571
18 "STANDING" "tBodyAccJerk" "std()" -0.984389920045662
18 "STANDING" "tBodyAccJerkMag" "mean()" -0.98596529369863
18 "STANDING" "tBodyAccJerkMag" "std()" -0.986015285890411
18 "STANDING" "tBodyAccMag" "mean()" -0.972607495342466
18 "STANDING" "tBodyAccMag" "std()" -0.972285545479452
18 "STANDING" "tBodyGyro" "mean()" -0.00516475670547945
18 "STANDING" "tBodyGyro" "std()" -0.971830595525114
18 "STANDING" "tBodyGyroJerk" "mean()" -0.064204396347032
18 "STANDING" "tBodyGyroJerk" "std()" -0.986460651598174
18 "STANDING" "tBodyGyroJerkMag" "mean()" -0.988685954931507
18 "STANDING" "tBodyGyroJerkMag" "std()" -0.988519665753425
18 "STANDING" "tBodyGyroMag" "mean()" -0.963006793150685
18 "STANDING" "tBodyGyroMag" "std()" -0.959797118082192
18 "STANDING" "tGravityAcc" "mean()" 0.231596736082192
18 "STANDING" "tGravityAcc" "std()" -0.983883436164384
18 "STANDING" "tGravityAccMag" "mean()" -0.972607495342466
18 "STANDING" "tGravityAccMag" "std()" -0.972285545479452
18 "WALKING" "fBodyAcc" "mean()" -0.368284159583333
18 "WALKING" "fBodyAcc" "meanFreq()" -0.0977643900908274
18 "WALKING" "fBodyAcc" "std()" -0.361734473988095
18 "WALKING" "fBodyAccJerk" "mean()" -0.459284316904762
18 "WALKING" "fBodyAccJerk" "meanFreq()" -0.297465903183929
18 "WALKING" "fBodyAccJerk" "std()" -0.45352801922619
18 "WALKING" "fBodyAccMag" "mean()" -0.424386734107143
18 "WALKING" "fBodyAccMag" "meanFreq()" 0.131646853132143
18 "WALKING" "fBodyAccMag" "std()" -0.565563056964286
18 "WALKING" "fBodyBodyAccJerkMag" "mean()" -0.41403775125
18 "WALKING" "fBodyBodyAccJerkMag" "meanFreq()" 0.0893293589464286
18 "WALKING" "fBodyBodyAccJerkMag" "std()" -0.444453486071429
18 "WALKING" "fBodyBodyGyroJerkMag" "mean()" -0.710596311071429
18 "WALKING" "fBodyBodyGyroJerkMag" "meanFreq()" 0.269967615048214
18 "WALKING" "fBodyBodyGyroJerkMag" "std()" -0.769408385535714
18 "WALKING" "fBodyBodyGyroMag" "mean()" -0.620331394285714
18 "WALKING" "fBodyBodyGyroMag" "meanFreq()" 0.17563858115
18 "WALKING" "fBodyBodyGyroMag" "std()" -0.668908146607143
18 "WALKING" "fBodyGyro" "mean()" -0.572907976666667
18 "WALKING" "fBodyGyro" "meanFreq()" -0.166272621387321
18 "WALKING" "fBodyGyro" "std()" -0.581400607738095
18 "WALKING" "tBodyAcc" "mean()" 0.0506223599735119
18 "WALKING" "tBodyAcc" "std()" -0.343786485738095
18 "WALKING" "tBodyAccJerk" "mean()" 0.0385706890095238
18 "WALKING" "tBodyAccJerk" "std()" -0.440513846011905
18 "WALKING" "tBodyAccJerkMag" "mean()" -0.379269262142857
18 "WALKING" "tBodyAccJerkMag" "std()" -0.42541866125
18 "WALKING" "tBodyAccMag" "mean()" -0.287908078035714
18 "WALKING" "tBodyAccMag" "std()" -0.460346465357143
18 "WALKING" "tBodyGyro" "mean()" -0.00228028947922619
18 "WALKING" "tBodyGyro" "std()" -0.570762840654762
18 "WALKING" "tBodyGyroJerk" "mean()" -0.0634279329897619
18 "WALKING" "tBodyGyroJerk" "std()" -0.645439779047619
18 "WALKING" "tBodyGyroJerkMag" "mean()" -0.636485896964286
18 "WALKING" "tBodyGyroJerkMag" "std()" -0.726591779107143
18 "WALKING" "tBodyGyroMag" "mean()" -0.500471147857143
18 "WALKING" "tBodyGyroMag" "std()" -0.60851009125
18 "WALKING" "tGravityAcc" "mean()" 0.202872273755952
18 "WALKING" "tGravityAcc" "std()" -0.976935463452381
18 "WALKING" "tGravityAccMag" "mean()" -0.287908078035714
18 "WALKING" "tGravityAccMag" "std()" -0.460346465357143
18 "WALKING_DOWNSTAIRS" "fBodyAcc" "mean()" -0.388320255030303
18 "WALKING_DOWNSTAIRS" "fBodyAcc" "meanFreq()" -0.224531552362424
18 "WALKING_DOWNSTAIRS" "fBodyAcc" "std()" -0.325864226484848
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "mean()" -0.500282282727273
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "meanFreq()" -0.359160291066667
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk" "std()" -0.519782545333333
18 "WALKING_DOWNSTAIRS" "fBodyAccMag" "mean()" -0.241973534781818
18 "WALKING_DOWNSTAIRS" "fBodyAccMag" "meanFreq()" -0.0768405979909091
18 "WALKING_DOWNSTAIRS" "fBodyAccMag" "std()" -0.344299434181818
18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" "mean()" -0.3833987134
18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" "meanFreq()" 0.00593003606623636
18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" "std()" -0.386565072363636
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean()" -0.744236045090909
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "meanFreq()" 0.0717609181272727
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "std()" -0.763430801654545
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean()" -0.604735414363636
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "meanFreq()" -0.159221075909091
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "std()" -0.533844932145455
18 "WALKING_DOWNSTAIRS" "fBodyGyro" "mean()" -0.525930189684849
18 "WALKING_DOWNSTAIRS" "fBodyGyro" "meanFreq()" -0.24919449197697
18 "WALKING_DOWNSTAIRS" "fBodyGyro" "std()" -0.555233726454545
18 "WALKING_DOWNSTAIRS" "tBodyAcc" "mean()" 0.0560606558956364
18 "WALKING_DOWNSTAIRS" "tBodyAcc" "std()" -0.325152912787879
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean()" 0.0219901144187879
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "std()" -0.495168156606061
18 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" "mean()" -0.466516044
18 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" "std()" -0.3825173332
18 "WALKING_DOWNSTAIRS" "tBodyAccMag" "mean()" -0.293531973636364
18 "WALKING_DOWNSTAIRS" "tBodyAccMag" "std()" -0.229934247036364
18 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean()" -0.00750971030963636
18 "WALKING_DOWNSTAIRS" "tBodyGyro" "std()" -0.534454026745455
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" "mean()" -0.0638759548660606
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" "std()" -0.67832673830303
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean()" -0.701663073636364
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "std()" -0.744159518909091
18 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean()" -0.381022814727273
18 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "std()" -0.507995478327273
18 "WALKING_DOWNSTAIRS" "tGravityAcc" "mean()" 0.219034893187879
18 "WALKING_DOWNSTAIRS" "tGravityAcc" "std()" -0.938342947454545
18 "WALKING_DOWNSTAIRS" "tGravityAccMag" "mean()" -0.293531973636364
18 "WALKING_DOWNSTAIRS" "tGravityAccMag" "std()" -0.229934247036364
18 "WALKING_UPSTAIRS" "fBodyAcc" "mean()" -0.450425460517241
18 "WALKING_UPSTAIRS" "fBodyAcc" "meanFreq()" -0.391310259521839
18 "WALKING_UPSTAIRS" "fBodyAcc" "std()" -0.270253956494253
18 "WALKING_UPSTAIRS" "fBodyAccJerk" "mean()" -0.635070050114943
18 "WALKING_UPSTAIRS" "fBodyAccJerk" "meanFreq()" -0.473525193103448
18 "WALKING_UPSTAIRS" "fBodyAccJerk" "std()" -0.648530371896552
18 "WALKING_UPSTAIRS" "fBodyAccMag" "mean()" -0.436561064482759
18 "WALKING_UPSTAIRS" "fBodyAccMag" "meanFreq()" -0.218615528237931
18 "WALKING_UPSTAIRS" "fBodyAccMag" "std()" -0.436218933448276
18 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" "mean()" -0.574481396551724
18 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" "meanFreq()" -0.0290342554637931
18 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" "std()" -0.587926077068965
18 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean()" -0.826193160862069
18 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "meanFreq()" 0.0772586583160345
18 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "std()" -0.860910992241379
18 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean()" -0.654029089310345
18 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "meanFreq()" -0.338125776827586
18 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "std()" -0.533044636034483
18 "WALKING_UPSTAIRS" "fBodyGyro" "mean()" -0.582168357816092
18 "WALKING_UPSTAIRS" "fBodyGyro" "meanFreq()" -0.376422506663218
18 "WALKING_UPSTAIRS" "fBodyGyro" "std()" -0.503387854827586
18 "WALKING_UPSTAIRS" "tBodyAcc" "mean()" 0.043513080710358
18 "WALKING_UPSTAIRS" "tBodyAcc" "std()" -0.301898932775862
18 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean()" 0.0372548794385057
18 "WALKING_UPSTAIRS" "tBodyAccJerk" "std()" -0.630657561494253
18 "WALKING_UPSTAIRS" "tBodyAccJerkMag" "mean()" -0.601463948275862
18 "WALKING_UPSTAIRS" "tBodyAccJerkMag" "std()" -0.579330320344828
18 "WALKING_UPSTAIRS" "tBodyAccMag" "mean()" -0.279146312758621
18 "WALKING_UPSTAIRS" "tBodyAccMag" "std()" -0.37184157
18 "WALKING_UPSTAIRS" "tBodyGyro" "mean()" -0.00300270854827586
18 "WALKING_UPSTAIRS" "tBodyGyro" "std()" -0.511686906436782
18 "WALKING_UPSTAIRS" "tBodyGyroJerk" "mean()" -0.0706653952960919
18 "WALKING_UPSTAIRS" "tBodyGyroJerk" "std()" -0.769504319252874
18 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean()" -0.781652689310345
18 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "std()" -0.835525127931035
18 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean()" -0.3691086
18 "WALKING_UPSTAIRS" "tBodyGyroMag" "std()" -0.528058134137931
18 "WALKING_UPSTAIRS" "tGravityAcc" "mean()" 0.153532587683908
18 "WALKING_UPSTAIRS" "tGravityAcc" "std()" -0.93721180408046
18 "WALKING_UPSTAIRS" "tGravityAccMag" "mean()" -0.279146312758621
18 "WALKING_UPSTAIRS" "tGravityAccMag" "std()" -0.37184157
19 "LAYING" "fBodyAcc" "mean()" -0.977557667148594
19 "LAYING" "fBodyAcc" "meanFreq()" 0.111008842812651
19 "LAYING" "fBodyAcc" "std()" -0.97388602502008
19 "LAYING" "fBodyAccJerk" "mean()" -0.981621107188755
19 "LAYING" "fBodyAccJerk" "meanFreq()" 0.112043023205462
19 "LAYING" "fBodyAccJerk" "std()" -0.98326694064257
19 "LAYING" "fBodyAccMag" "mean()" -0.971957401325301
19 "LAYING" "fBodyAccMag" "meanFreq()" 0.168481196584337
19 "LAYING" "fBodyAccMag" "std()" -0.964056773975904
19 "LAYING" "fBodyBodyAccJerkMag" "mean()" -0.980621564096386
19 "LAYING" "fBodyBodyAccJerkMag" "meanFreq()" 0.211317149549398
19 "LAYING" "fBodyBodyAccJerkMag" "std()" -0.979452188433735
19 "LAYING" "fBodyBodyGyroJerkMag" "mean()" -0.981890470361446
19 "LAYING" "fBodyBodyGyroJerkMag" "meanFreq()" 0.0457006718048193
19 "LAYING" "fBodyBodyGyroJerkMag" "std()" -0.97932784746988
19 "LAYING" "fBodyBodyGyroMag" "mean()" -0.965624724457831
19 "LAYING" "fBodyBodyGyroMag" "meanFreq()" 0.0778651216506024
19 "LAYING" "fBodyBodyGyroMag" "std()" -0.957496024457831
19 "LAYING" "fBodyGyro" "mean()" -0.973396517871486
19 "LAYING" "fBodyGyro" "meanFreq()" 0.0482082964665863
19 "LAYING" "fBodyGyro" "std()" -0.973064561566265
19 "LAYING" "tBodyAcc" "mean()" 0.0488431950614458
19 "LAYING" "tBodyAcc" "std()" -0.974380795100402
19 "LAYING" "tBodyAccJerk" "mean()" 0.029130894105494
19 "LAYING" "tBodyAccJerk" "std()" -0.982129975742972
19 "LAYING" "tBodyAccJerkMag" "mean()" -0.98478434
19 "LAYING" "tBodyAccJerkMag" "std()" -0.980668287831325
19 "LAYING" "tBodyAccMag" "mean()" -0.96626080686747
19 "LAYING" "tBodyAccMag" "std()" -0.963193489036145
19 "LAYING" "tBodyGyro" "mean()" -0.00595498691021847
19 "LAYING" "tBodyGyro" "std()" -0.972724280321285
19 "LAYING" "tBodyGyroJerk" "mean()" -0.0642218780583534
19 "LAYING" "tBodyGyroJerk" "std()" -0.982557252128514
19 "LAYING" "tBodyGyroJerkMag" "mean()" -0.985342497710843
19 "LAYING" "tBodyGyroJerkMag" "std()" -0.980245510843374
19 "LAYING" "tBodyGyroMag" "mean()" -0.953263432771084
19 "LAYING" "tBodyGyroMag" "std()" -0.955906646506024
19 "LAYING" "tGravityAcc" "mean()" 0.244409106746988
19 "LAYING" "tGravityAcc" "std()" -0.978257264096386
19 "LAYING" "tGravityAccMag" "mean()" -0.96626080686747
19 "LAYING" "tGravityAccMag" "std()" -0.963193489036145
19 "SITTING" "fBodyAcc" "mean()" -0.96877876826484
19 "SITTING" "fBodyAcc" "meanFreq()" -0.108758938311826
19 "SITTING" "fBodyAcc" "std()" -0.956924082420091
19 "SITTING" "fBodyAccJerk" "mean()" -0.983299213926941
19 "SITTING" "fBodyAccJerk" "meanFreq()" 0.00588752894861644
19 "SITTING" "fBodyAccJerk" "std()" -0.98590958826484
19 "SITTING" "fBodyAccMag" "mean()" -0.962632577945206
19 "SITTING" "fBodyAccMag" "meanFreq()" -0.0538580142455342
19 "SITTING" "fBodyAccMag" "std()" -0.952802277671233
19 "SITTING" "fBodyBodyAccJerkMag" "mean()" -0.983751646712329
19 "SITTING" "fBodyBodyAccJerkMag" "meanFreq()" 0.268456602178082
19 "SITTING" "fBodyBodyAccJerkMag" "std()" -0.983687272739726
19 "SITTING" "fBodyBodyGyroJerkMag" "mean()" -0.986727418493151
19 "SITTING" "fBodyBodyGyroJerkMag" "meanFreq()" 0.0978646251164384
19 "SITTING" "fBodyBodyGyroJerkMag" "std()" -0.985416444657534
19 "SITTING" "fBodyBodyGyroMag" "mean()" -0.964238768493151
19 "SITTING" "fBodyBodyGyroMag" "meanFreq()" -0.192451620806849
19 "SITTING" "fBodyBodyGyroMag" "std()" -0.950484417260274
19 "SITTING" "fBodyGyro" "mean()" -0.972722706210046
19 "SITTING" "fBodyGyro" "meanFreq()" -0.18655858043653
19 "SITTING" "fBodyGyro" "std()" -0.969681302511415
19 "SITTING" "tBodyAcc" "mean()" 0.0494611339442922
19 "SITTING" "tBodyAcc" "std()" -0.959558740684932
19 "SITTING" "tBodyAccJerk" "mean()" 0.0302992938352329
19 "SITTING" "tBodyAccJerk" "std()" -0.984338584931507
19 "SITTING" "tBodyAccJerkMag" "mean()" -0.986423976027397
19 "SITTING" "tBodyAccJerkMag" "std()" -0.984205184931507
19 "SITTING" "tBodyAccMag" "mean()" -0.962074065616438
19 "SITTING" "tBodyAccMag" "std()" -0.951755657260274
19 "SITTING" "tBodyGyro" "mean()" 0.00782071838917808
19 "SITTING" "tBodyGyro" "std()" -0.969992864246575
19 "SITTING" "tBodyGyroJerk" "mean()" -0.0675277737945205
19 "SITTING" "tBodyGyroJerk" "std()" -0.98708045260274
19 "SITTING" "tBodyGyroJerkMag" "mean()" -0.989450316575342
19 "SITTING" "tBodyGyroJerkMag" "std()" -0.985831284657534
19 "SITTING" "tBodyGyroMag" "mean()" -0.942229043835616
19 "SITTING" "tBodyGyroMag" "std()" -0.950491807945205
19 "SITTING" "tGravityAcc" "mean()" 0.476947212785388
19 "SITTING" "tGravityAcc" "std()" -0.966573261552511
19 "SITTING" "tGravityAccMag" "mean()" -0.962074065616438
19 "SITTING" "tGravityAccMag" "std()" -0.951755657260274
19 "STANDING" "fBodyAcc" "mean()" -0.969589424200913
19 "STANDING" "fBodyAcc" "meanFreq()" 0.0107523655712329
19 "STANDING" "fBodyAcc" "std()" -0.960703129360731
19 "STANDING" "fBodyAccJerk" "mean()" -0.979504745844749
19 "STANDING" "fBodyAccJerk" "meanFreq()" 0.0384176651045662
19 "STANDING" "fBodyAccJerk" "std()" -0.982342275890411
19 "STANDING" "fBodyAccMag" "mean()" -0.968910788767123
19 "STANDING" "fBodyAccMag" "meanFreq()" 0.00178112668493151
19 "STANDING" "fBodyAccMag" "std()" -0.964259110821918
19 "STANDING" "fBodyBodyAccJerkMag" "mean()" -0.979135412739726
19 "STANDING" "fBodyBodyAccJerkMag" "meanFreq()" 0.29073713539726
19 "STANDING" "fBodyBodyAccJerkMag" "std()" -0.979179149452055
19 "STANDING" "fBodyBodyGyroJerkMag" "mean()" -0.984536610136986
19 "STANDING" "fBodyBodyGyroJerkMag" "meanFreq()" 0.0645676883
19 "STANDING" "fBodyBodyGyroJerkMag" "std()" -0.982228582191781
19 "STANDING" "fBodyBodyGyroMag" "mean()" -0.958578129589041
19 "STANDING" "fBodyBodyGyroMag" "meanFreq()" -0.24702361689726
19 "STANDING" "fBodyBodyGyroMag" "std()" -0.936723548493151
19 "STANDING" "fBodyGyro" "mean()" -0.962675982328767
19 "STANDING" "fBodyGyro" "meanFreq()" -0.229812953825114
19 "STANDING" "fBodyGyro" "std()" -0.958929025159817
19 "STANDING" "tBodyAcc" "mean()" 0.0512353165675799
19 "STANDING" "tBodyAcc" "std()" -0.962313640502283
19 "STANDING" "tBodyAccJerk" "mean()" 0.0288725275831096
19 "STANDING" "tBodyAccJerk" "std()" -0.980492601232877
19 "STANDING" "tBodyAccJerkMag" "mean()" -0.983068923561644
19 "STANDING" "tBodyAccJerkMag" "std()" -0.979640838082192
19 "STANDING" "tBodyAccMag" "mean()" -0.960505683561644
19 "STANDING" "tBodyAccMag" "std()" -0.962549342465753
19 "STANDING" "tBodyGyro" "mean()" -0.00572717957753425
